"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","parameter_name","pvalue","qc_failure_count","qc_pvalue_failure_count"
"den39gnen898fvx","MGI:1916125","TMCC2","C57BL","E18.5","ESLIM_008_001_022","vocalisation",1.000508,0,1
"df622kz19btu000","MGI:1921696","SLC9B1","C57BL","Middle aged adult","IMPC_CBC_016_001","hdl-cholesterol",1.421243,0,1
"dfdm1514421f554","MGI:3027003","INO80D","C57BL","E12.5","IMPC_GEP_004_002","spontaneous movement",1.240931,0,1
"dg374317g3469q6","MGI:2447076","KIF26B","C57BL","E12.5","IMPC_CBC_012_001","aspartate aminotransferase",1.416756,0,1
"dgy20c65jigwzg4","MGI:2385619","KLHL12","C57BL","Middle aged adult","IMPC_HEM_002_001","red blood cell count",1.006213,0,1
"dgz292u9y71az72","MGI:97372","NPR2","C57BL","Early adult","IMPC_CBC_001_001","sodium",1.149355,0,1
"dh2f0e50dy4522o","MGI:1929600","PMEPA1","C57BL","Early adult","JAX_ECT_011_001","ma threshold inducing clonic seizure",1.285482,0,1
"di5k47u52a2s88p","MGI:2156003","SNIP1","C57BL","Early adult","IMPC_CBC_014_001","alkaline phosphatase",1.36858,0,1
"dma9f1kz19o78a9","MGI:2385619","KLHL12","C57BL","Early adult","IMPC_CBC_026_001","free fatty acids",1.47199,0,1
"dn9777726p34v32","MGI:1919325","OGFR","C57BL","Early adult","ESLIM_013_001_003","left retina",1.380802,0,1
"do27v2qw96bgv8l","MGI:2181434","PHC3","C57BL","Early adult","KMPCLA_CSD_005_001","coat - color - back",1.198971,0,1
"drz9j00774l54bt","MGI:102806","ACVR2A","C57BL","E15.5","IMPC_ECG_003_001","cv",1.081144,0,1
"ds0531389076pm5","MGI:102806","ACVR2A","C57BL","Early adult","IMPC_CSD_077_001","contact righting",1.476512,0,1
"du9g6c1fj8h094b","MGI:1913941","GAPVD1","C57BL","Late adult","ESLIM_018_001_005","b cell cd19+ percentage",1.004693,0,1
"dw009p84415i1hn","MGI:1890645","NEK7","C57BL","E12.5","IMPC_HEM_039_001","large unstained cell (luc) count",1.428715,0,1
"dx3ah3w2fg95q1q","MGI:3584519","ACCSL","C57BL","Early adult","ESLIM_018_001_001","t cell cd4+ percentage",1.337467,0,1
"dx981tvl78st2j1","MGI:1923902","ACTRT3","C57BL","Early adult","ICS_FEA_018_001","% freezing duration pre-cue-1",1.0106,0,1
"dy1sae6mrp095y3","MGI:2155705","P2RY14","C57BL","Middle aged adult","IMPC_HEM_031_001","lymphocyte differential count",1.447752,0,1
"e0qo68r24ovw518","MGI:1918893","ZGRF1","C57BL","Early adult","IMPC_CSD_036_001","startle response",1.340236,0,1
"e1682z561hm6009","MGI:2443258","MAP3K20","C57BL","Early adult","ESLIM_022_001_001","body weight",1.224704,0,1
"e1dkbk4bj6h8969","MGI:1351614","GYG1","C57BL","E15.5","IMPC_OWT_002_001","spleen weight",1.338043,0,1
"e1s1d1bruy5h060","MGI:102806","ACVR2A","C57BL","Early adult","IMPC_GEL_029_001","midbrain",1.218171,0,1
"e22wumn0e9xyt2z","MGI:1890645","NEK7","C57BL","E15.5","IMPC_GPO_002_001","placenta morphology",1.047127,0,1
"e2tylg2e0bzfp1t","MGI:3603828","MROH8","C57BL","Early adult","IMPC_GEO_063_001","craniofacial morphology",1.4946,0,1
"e2x95utr789neg6","MGI:98427","IL1RL1","C57BL","Early adult","IMPC_OFD_017_001","center average speed",1.375261,0,1
"e3fs5a5m3ut1840","MGI:2442190","CAMK1D","C57BL","Early adult","M-G-P_014_001_014","iris/pupil light response",1.348254,0,1
"e4197i6nzhx878w","MGI:2139309","GARNL3","C57BL","E18.5","JAXLA_DXA_008_001","lean/body weight",1.424372,0,1
"e4j73tjt99hkrhu","MGI:109442","ITGA8","C57BL","Early adult","IMPC_DXA_009_001","fat/body weight",1.481479,0,1
"e4r4jj65363d8ja","MGI:1919362","PPP1R14D","C57BL","Early adult","ESLIM_018_001_005","b cell cd19+ percentage",1.368131,0,1
"e4vo54z5i1p40p2","MGI:2443133","TMEM198","C57BL","Middle aged adult","IMPC_GEP_013_001","blood vessel morphology",1.449322,0,1
"e54z44lw406z264","MGI:1201792","PDE1A","C57BL","Middle aged adult","IMPC_CBC_010_001","phosphorus",1.12418,0,1
"e564c4e490qd12j","MGI:2445194","CIMIP2B","C57BL","Early adult","IMPC_CSD_002_001","tail - length",1.270134,0,1
"e583brp84x72x91","MGI:1351614","GYG1","C57BL","Early adult","JAX_OFD_013_001","periphery average speed",1.280458,0,1
"e5c57s598i78s0y","MGI:1918483","ENKUR","C57BL","E18.5","GMC_916_001_008","latency familiar object exploration",1.368414,0,1
"e65wmik172h580q","MGI:104742","KCNJ3","C57BL","Early adult","IMPC_CSD_037_001","unexpected behaviors",1.369434,0,1
"e6a6q9ay35424d3","MGI:1917237","SPACA9","C57BL","Early adult","IMPC_HEM_031_001","lymphocyte differential count",1.380799,0,1
"e8131j681e6i455","MGI:2447076","KIF26B","C57BL","E12.5","JAX_HBD_001_001","total holepokes",1.423035,0,1
"e867u43su0axu2g","MGI:1924627","KCNT1","C57BL","Early adult","IMPC_HEM_004_001","hematocrit",1.075566,0,1
"e8q00p859b209k6","MGI:1917315","ANKRD60","C57BL","Early adult","GMC_923_001_001","body weight",1.175925,0,1
"e9dnj86n1vdxmr7","MGI:1918483","ENKUR","C57BL","E18.5","KMPCLA_OFD_016_001","center permanence time",1.220134,0,1
"e9m64f61wl67pfx","MGI:3607704","SLC22A15","C57BL","Early adult","IMPC_GEO_063_001","craniofacial morphology",1.204605,0,1
"eb2m4dmdh67qcaw","MGI:1917854","DNAJB14","C57BL","E9.5","KMPCLA_OFD_022_001","percentage center time",1.305254,0,1
"ef871g93ydc152j","MGI:2385112","NDUFS2","C57BL","E9.5","IMPC_IPG_012_001","area under glucose response curve",1.176581,0,1
"eftg23ow8051r37","MGI:88016","AMPD2","C57BL","Early adult","CCP_LFO_001_001","weight",1.432595,0,1
"efuh3dl454728fn","MGI:2385204","TESK2","C57BL","Early adult","IMPC_GEP_052_001","respiratory system",1.461933,0,1
"ei3bg5th5m5zbnd","MGI:2682639","DDX31","C57BL","E12.5","IMPC_OFD_050_001","percentage center movement time",1.204306,0,1
"ejo75ql8f6u639b","MGI:2443258","MAP3K20","C57BL","Early adult","GMC_923_001_001","body weight",1.087374,0,1
"ek3rpy87p223b3i","MGI:96949","MDK","C57BL","Early adult","UCDLA_GRS_011_001","forelimb and hindlimb grip strength normalised against body weight",1.207025,0,1
"ek4nu481390jff5","MGI:1277960","PATJ","C57BL","Early adult","IMPC_CSD_016_001","coat - hair texture / appearance - abdomen",1.153182,0,1
"ekrl3o341i7bb76","MGI:2676921","FOCAD","C59BL","Middle aged adult","IMPC_OFD_007_001","whole arena resting time",1.049404,0,1
"emo076o9eq8w033","MGI:2682639","DDX31","C57BL","Early adult","IMPC_GEO_009_002","hemorrhage",1.003022,0,1
"eqh483aqef01y32","MGI:1923997","DAPL1","C57BL","Late adult","IMPC_ECG_028_001","qt",1.220767,0,1
"eqzemqpr0xm0530","MGI:1917212","METTL18","C57BL","Early adult","HRWLLA_DXA_008_001","lean/body weight",1.345078,0,1
"er9hvfl28z10c67","MGI:2441869","ARHGEF11","C57BL","Early adult","M-G-P_006_001_026","fusion of vertebrae",1.391789,0,1
"etp2t305ixat0qn","MGI:1098230","CENPE","C57BL","Early adult","ESLIM_018_001_003","t cell cd3+ percentage",1.056784,0,1
"f032els0915mi17","MGI:2682639","DDX31","C57BL","E9.5","UCDLA_GRS_010_001","forelimb grip strength normalised against body weight",1.112794,0,1
"f0f25e8ufa386x2","MGI:98289","SCG5","C57BL","Early adult","IMPC_EYE_012_001","pupil shape",1.023931,0,1
"f1gh96hpi7vt5mk","MGI:2183102","SARDH","C57BL","Early adult","IMPC_CSD_006_001","coat - color - head",1.04243,0,1
"f1t84r4zo1n431x","MGI:3584519","ACCSL","C57BL","Early adult","ESLIM_014_001_009","lens",1.484034,0,1
"f29cp0xp695ol5j","MGI:96615","ITGB6","C57BL","Early adult","IMPC_DXA_003_001","lean mass",1.378801,0,1
"f4sa4h7300555jf","MGI:2385204","TESK2","C57BL","Early adult","IMPC_XRY_055_001","shape of spine",1.033918,0,1
"f5f75mq63y7n3fr","MGI:87882","ACP2","C57BL","Early adult","IMPC_HEM_030_001","neutrophil cell count",1.057947,0,1
"f647ysuq0llj3ru","MGI:1351614","GYG1","C57BL","E18.5","IMPC_GEP_013_001","blood vessel morphology",1.15705,0,1
"f6t52oynv1g70b6","MGI:2682639","DDX31","C57BL","Early adult","CCP_XRY_064_001","thoracic processes",1.46308,0,1
"f75u52j9fe9rmef","MGI:2685280","MYOM3","C57BL","Early adult","IMPC_GEO_009_002","hemorrhage",1.20041,0,1
"f7y54g5wb2fh076","MGI:3030932","OR8H8","C57BL","Early adult","IMPC_EYE_002_001","bulging eye",1.180483,0,1
"f8is597ue4km70z","MGI:3645211","LIPT1","C57BL","Early adult","IMPC_EYE_016_001","lens",1.313533,0,1
"f94w14001ko381t","MGI:1930773","PNKD","C57BL","Early adult","IMPC_EYE_012_001","pupil shape",1.10158,0,1
"f973uqlhbn2xh89","MGI:1913302","SDHC","C57BL","Early adult","M-G-P_007_001_003","whole arena - resting time",1.391387,0,1
"fd8s1jr3gf5qo4y","MGI:2385619","KLHL12","C57BL","Late adult","IMPC_XRY_033_001","tibia length",1.30121,0,1
"fh0y1765558pm88","MGI:2387194","QSOX2","C57BL","Early adult","IMPC_HEM_038_001","basophil differential count",1.034838,0,1
"fh169t4tnz170u4","MGI:1918079","CCDC93","C57BL","Early adult","IMPC_HEM_039_001","large unstained cell (luc) count",1.479254,0,1
"fi2l9096fx03900","MGI:2158650","IDH3B","C57BL","Late adult","IMPC_EYE_068_001","left total retinal thickness",1.365358,0,1
"fj79n9f19831i34","MGI:1916976","SMYD3","C57BL","Early adult","IMPC_EYE_014_001","pupil light response",1.115092,0,1
"fs619u634lni639","MGI:1890645","NEK7","C57BL","E15.5","IMPC_HWT_008_001","heart weight",1.250635,0,1
"ft8752u8z467k85","MGI:3030932","OR8H8","C57BL","Early adult","JAX_HBD_001_001","total holepokes",1.397273,0,1
"fu5s0bb6o78gu5e","MGI:1913296","NDUFB5","C57BL","Early adult","IMPC_CSD_029_001","activity (body position)",1.460629,0,1
"fvlzt3t9050xm71","MGI:1913826","UQCRH","C57BL","Middle aged adult","GMC_916_001_008","latency familiar object exploration",1.21166,0,1
"g00314gb4958gl0","MGI:102806","ACVR2A","C57BL","E12.5","HRWLLA_DXA_009_001","fat/body weight",1.329118,0,1
"g07t08i7r3p10rk","MGI:3606576","CDNF","C57BL","Early adult","IMPC_GEL_029_001","midbrain",1.308369,0,1
"g0rc836q2j5uvcq","MGI:2444646","HPDL","C57BL","Early adult","JAXLA_IPG_012_001","area under glucose response curve",1.392612,0,1
"g0uky0i6t2dy51f","MGI:2151055","CNNM3","C57BL","Early adult","CCP_LFO_011_001","inspiratory capacity",1.386137,0,1
"g146j5b026spy40","MGI:2385112","NDUFS2","C57BL","E12.5","IMPC_OFD_012_001","periphery permanence time",1.149804,0,1
"g2anxz0133q1627","MGI:1921660","TTLL11","C57BL","Early adult","CCP_LFO_010_001","hp8",1.313985,0,1
"g37esmdo74syh90","MGI:1913941","GAPVD1","C57BL","Middle aged adult","IMPC_GEL_028_001","forebrain",1.120679,0,1
"g415459rx3203q3","MGI:1201792","PDE1A","C57BL","Middle aged adult","IMPC_DXA_008_001","lean/body weight",1.099247,0,1
"g4dc8vh81gx1316","MGI:1921778","MGME1","C57BL","Late adult","CCP_XRY_060_001","transitional vertebrae",1.260759,0,1
"g52ku13xzzh0eef","MGI:2443133","TMEM198","C57BL","Early adult","JAX_OFD_021_001","number of rears - total",1.20927,0,1
"g56z2gq52ngnv4s","MGI:1913826","UQCRH","C57BL","Middle aged adult","IMPC_CSD_049_002","hindlimb digit - shape",1.427953,0,1
"g7478u06jlnk4jt","MGI:102806","ACVR2A","C57BL","Early adult","IMPC_ABR_002_001","click-evoked abr threshold",1.192056,0,1
"g785pv331ul9c1w","MGI:2444594","SLC26A9","C57BL","E18.5","UCD_OWT_005_001","right kidney",1.380336,0,1
"g7das8dtg95u239","MGI:2385619","KLHL12","C57BL","Late adult","IMPC_CBC_013_001","alanine aminotransferase",1.487137,0,1
"g8o1rs930h20al0","MGI:1351614","GYG1","C57BL","E15.5","BCMLA_OWT_002_001","spleen weight",1.433679,0,1
"g8um1x6xlyn61ee","MGI:1917212","METTL18","C57BL","Early adult","IMPC_CSD_028_001","snout size",1.372261,0,1
"g900wr33zoiyx00","MGI:2685830","NSL1","C57BL","E9.5","ESLIM_005_001_702","lean/body weight",1.170584,0,1
"g96t27z56y998l0","MGI:2447076","KIF26B","C57BL","E12.5","IMPC_EYE_056_001","mean left eye lens density",1.386921,0,1
"gcnl04pwr50pbhf","MGI:1921696","SLC9B1","C57BL","Middle aged adult","IMPC_ABR_006_001","12khz-evoked abr threshold",1.06426,0,1
"ge790r95d87gpoq","MGI:87882","ACP2","C57BL","Early adult","IMPC_ECH_004_001","ejection fraction",1.209318,0,1
"gfi96xx1689f030","MGI:1920422","EXO5","C57BL","Early adult","IMPC_OFD_021_001","number of rears - total",1.255526,0,1
"gg208pt8nm081q3","MGI:2443133","TMEM198","C57BL","Early adult","IMPC_HEM_005_001","mean cell volume",1.316085,0,1
"ggb0h2ip2494284","MGI:2444772","ZHX3","C57BL","Early adult","IMPC_ABR_010_001","24khz-evoked abr threshold",1.227769,0,1
"gk8g484836coh09","MGI:1919362","PPP1R14D","C59BL","Early adult","IMPC_CSD_038_001","trunk curl",1.126539,0,1
"gn4n7jg6n242ez5","MGI:3780953","MNDAL","C57BL","E12.5","IMPC_OFD_022_001","percentage center time",1.339693,0,1
"goz769u319cfv9i","MGI:1913941","GAPVD1","C57BL","E15.5","IMPC_CSD_004_001","tail - morphology",1.06912,0,1
"gpc12vf15e6i374","MGI:3603828","MROH8","C57BL","Early adult","HRWLLA_CBC_004_001","urea (blood urea nitrogen - bun)",1.295133,0,1
"h041vt9i367814l","MGI:1336879","FKBP7","129SV","Early adult","IMPC_CSD_016_001","coat - hair texture / appearance - abdomen",1.256801,0,1
"h05h3l6wko460ei","MGI:2442190","CAMK1D","C57BL","Early adult","IMPC_CBC_002_001","potassium",1.260565,0,1
"h0scyd101t8z4m8","MGI:2684953","DNAH7B","C57BL","Early adult","IMPC_FEA_105_001","difference in context and conditioning baseline % freezing",1.281105,0,1
"h115v282tt03oj5","MGI:2684063","ASXL1","129SV","Early adult","IMPC_GPP_004_001","placenta size",1.231284,0,1
"h22793z77m309j7","MGI:1917489","GTF3C5","129SV","Early adult","IMPC_OFD_017_001","center average speed",1.059886,0,1
"h22n5d0tzc10x6g","MGI:1923997","DAPL1","C57BL","Early adult","M-G-P_016_001_006","mean-corpuscular-haemoglobin",1.085785,0,1
"h281a3y8vy3mi0j","MGI:2151055","CNNM3","C57BL","Early adult","IMPC_DXA_004_001","bone mineral density (excluding skull)",1.07482,0,1
"h2sc77a020l0268","MGI:1098826","COQ4","C57BL","Early adult","IMPC_EYE_012_001","pupil shape",1.371729,0,1
"h3ypqun1zvn7211","MGI:1916125","TMCC2","C57BL","E18.5","IMPC_EYE_016_001","lens",1.241833,0,1
"h570ipn753s40d2","MGI:2684953","DNAH7B","C57BL","Early adult","IMPC_CSD_004_001","tail - morphology",1.133778,0,1
"h5e7g6y2eiagc1z","MGI:1890577","SRSF4","C57BL","Early adult","ESLIM_007_001_012","centre permanence time",1.228579,0,1
"h5t40yd0t39wsn5","MGI:1921783","GZF1","C57BL","Early adult","IMPC_CSD_037_001","unexpected behaviors",1.409171,0,1
"h6bnlq8n5k5wyh2","MGI:3607704","SLC22A15","C57BL","Early adult","IMPC_DXA_006_001","body length",1.432559,0,1
"h6dusf1hra21vw2","MGI:1916125","TMCC2","C57BL","E18.5","IMPC_DXA_010_001","bone area",1.119551,0,1
"h7zpeyy4s9htu3f","MGI:2146189","TOPORS","C57BL","Early adult","CCP_XRY_031_001","digit integrity",1.387927,0,1
"h8j4q383v63wc99","MGI:1913941","GAPVD1","C57BL","E15.5","M-G-P_016_001_003","haemoglobin",1.185823,0,1
"he24vpyy3u4ljb3","MGI:1918079","CCDC93","C57BL","Early adult","IMPC_EYE_026_001","retinal blood vessels pattern",1.483477,0,1
"hg3q9fv47z9e995","MGI:1921660","TTLL11","C57BL","Early adult","IMPC_HEM_006_001","mean corpuscular hemoglobin",1.348808,0,1
"himm6c60k6g3h76","MGI:2180370","PROK1","C57BL","Early adult","CCP_XRY_005_001","teeth",1.460117,0,1
"hm54031g99x444q","MGI:2152889","DNER","C57BL","Early adult","IMPC_FEA_105_001","difference in context and conditioning baseline % freezing",1.348454,0,1
"hrigssyb8k4kopi","MGI:1916125","TMCC2","C57BL","E18.5","JAXLA_CSD_039_001","limb grasp",1.398313,0,1
"ht5k3402i90z848","MGI:1201414","CER1","C57BL","Early adult","IMPC_CSD_036_001","startle response",1.300022,0,1
"htm1s6ijqo37624","MGI:1917315","ANKRD60","C57BL","Early adult","IMPC_EYE_008_001","corneal opacity",1.332433,0,1
"hu68151n7gf25c6","MGI:1921700","PANK2","C57BL","Early adult","IMPC_CBC_013_001","alanine aminotransferase",1.001912,0,1
"hwb7carb55ao4d5","MGI:2444218","AHDC1","C57BL","Early adult","IMPC_CSD_028_001","snout size",1.199608,0,1
"hy0750ai6280y3t","MGI:1921280","RIN2","C57BL","Early adult","M-G-P_025_001_021","uric acid",1.183713,0,1
"i0ts043td47110e","MGI:1276107","MMP16","C57BL","Early adult","IMPC_OFD_017_001","center average speed",1.007827,0,1
"i16st5v1lbf60w5","MGI:3780953","MNDAL","C57BL","Early adult","IMPC_CSD_038_001","trunk curl",1.23448,0,1
"i1m8vif1ic9wc3f","MGI:2445194","CIMIP2B","C57BL","Early adult","IMPC_ECG_031_001","abnormal ecg detected",1.474638,0,1
"i507k2qx718yacj","MGI:1201792","PDE1A","C57BL","Middle aged adult","IMPC_CSD_032_001","locomotor activity",1.078337,0,1
"i5453dv2dpn3hfn","MGI:1918575","TCHHL1","C57BL","Early adult","ESLIM_018_001_001","t cell cd4+ percentage",1.012915,0,1
"i5cipa1o90t1f89","MGI:1890645","NEK7","C57BL","E15.5","IMPC_OFD_012_001","periphery permanence time",1.460031,0,1
"i6793ot5n802z8q","MGI:1920422","EXO5","C57BL","Early adult","IMPC_HEM_027_001","red blood cell distribution width",1.010291,0,1
"i683726y0ujk5x1","MGI:2385619","KLHL12","C57BL","Late adult","IMPC_HEM_005_001","mean cell volume",1.282137,0,1
"i837333850c4538","MGI:1921660","TTLL11","C57BL","Early adult","IMPC_CSD_006_001","coat - color - head",1.418942,0,1
"i85dadivn71310a","MGI:1919362","PPP1R14D","C57BL","Early adult","IMPC_ECG_003_001","cv",1.301052,0,1
"i87wh495hi83v84","MGI:107339","GFM1","C57BL","Early adult","IMPC_EYE_059_001","mean right eye lens density",1.069694,0,1
"ib4972ib44437vu","MGI:1921660","TTLL11","C57BL","Early adult","CCP_XRY_018_001","shape of vertebrae",1.222669,0,1
"id7c0cjj1th9wiq","MGI:1277952","SERPINB3C","C57BL","Early adult","ESLIM_018_001_003","t cell cd3+ percentage",1.198782,0,1
"if8l53lnddze671","MGI:2156003","SNIP1","C57BL","Early adult","IMPC_CBC_013_001","alanine aminotransferase",1.071865,0,1
"iff00450c7e3n92","MGI:1914959","REG4","C57BL","Early adult","CCP_LFO_003_001","csn",1.101017,0,1
"ifintz5x37jsv69","MGI:1918965","DHX35","C57BL","Early adult","IMPC_OFD_009_001","whole arena average speed",1.295544,0,1
"ii5ca8017nfn75s","MGI:3584519","ACCSL","C57BL","Early adult","IMPC_IMM_003_002","t cells (panel a) - % of live leukocytes (panel a)",1.229887,0,1
"innjb911h8566zo","MGI:1918103","VWA3B","C57BL","Early adult","CCP_XRY_060_001","transitional vertebrae",1.181373,0,1
"ipa2116cb6io1ei","MGI:1923997","DAPL1","C57BL","Early adult","IMPC_EYE_002_001","bulging eye",1.220073,0,1
"iq9x08h0mkb4414","MGI:2684063","ASXL1","C57BL","Early adult","JAX_OFD_021_001","number of rears - total",1.469347,0,1
"irone2rn180m547","MGI:107752","MYO1B","C57BL","Early adult","IMPC_ECG_028_001","qt",1.445379,0,1
"it156591a346q76","MGI:1859325","IL36RN","C57BL","Early adult","IMPC_EYE_025_001","retinal blood vessels structure",1.317961,0,1
"iu7b39ew5s69k20","MGI:1915476","EFCAB2","C57BL","Early adult","IMPC_ABR_002_001","click-evoked abr threshold",1.390386,0,1
"iz2c465777w6o0y","MGI:1890077","FOXO1","C57BL","Early adult","IMPC_CSD_024_001","vibrissae - appearance",1.028904,0,1
"iz4m5807tmm1v1a","MGI:1916125","TMCC2","C57BL","Early adult","IMPC_EYE_063_001","right inner nuclear layer",1.452618,0,1
"izas5t8re5v67hn","MGI:1098230","CENPE","C57BL","Early adult","IMPC_ECG_002_001","hr",1.407478,0,1
"izt3382chjl538r","MGI:1858211","ZRANB2","C57BL","Early adult","M-G-P_016_001_006","mean-corpuscular-haemoglobin",1.449022,0,1
"j03u44cd805jmyl","MGI:2442939","PM20D1","C57BL","Early adult","KMPCLA_OFD_012_001","periphery permanence time",1.006985,0,1
"j0n1v3t78o10761","MGI:1921660","TTLL11","C57BL","Early adult","IMPC_CSD_019_001","forelimbs - size",1.437808,0,1
"j0n2w3xv14h5o0o","MGI:1917118","PPIE","C57BL","Early adult","HRWLLA_CBC_004_001","urea (blood urea nitrogen - bun)",1.062818,0,1
"j1poe1bs2u27mtb","MGI:2682639","DDX31","C57BL","E9.5","IMPC_ECG_002_001","hr",1.445223,0,1
"j335s7r7c85vmb0","MGI:1921579","INAVA","C57BL","Early adult","IMPC_GEM_019_001","embryo size",1.222882,0,1
"j4mzaip9723eziy","MGI:3645211","LIPT1","C57BL","E9.5","UCDLA_GRS_011_001","forelimb and hindlimb grip strength normalised against body weight",1.15599,0,1
"j55h3ip517092ae","MGI:1930948","GAR1","C57BL","Early adult","IMPC_EYE_002_001","bulging eye",1.030665,0,1
"j5f8547s7l4tjr8","MGI:1351614","GYG1","C57BL","E18.5","JAX_OFD_009_001","whole arena average speed",1.045695,0,1
"j6j4f6c84bg4iz5","MGI:95500","FCGR3","C57BL","Middle aged adult","IMPC_CBC_018_001","glucose",1.00999,0,1
"j6kxv3f1ndn10ae","MGI:1914313","PGAP4","C57BL","Early adult","M-G-P_007_001_006","periphery - distance",1.124686,0,1
"j7w49996oe3g302","MGI:2151055","CNNM3","C57BL","Early adult","JAXLA_CSD_036_001","startle response",1.125653,0,1
"j7x7jn52r4k7bx2","MGI:3780953","MNDAL","C57BL","E12.5","IMPC_EYE_064_001","right outer nuclear layer",1.380887,0,1
"j812l51p363stpd","MGI:1921660","TTLL11","C57BL","Early adult","KMPCLA_OFD_012_001","periphery permanence time",1.372148,0,1
"j82y0vn55v5512p","MGI:3780953","MNDAL","C57BL","E15.5","IMPC_CBC_003_001","chloride",1.067251,0,1
"j92y6b4io57e569","MGI:2442190","CAMK1D","C57BL","Middle aged adult","JAX_OFD_013_001","periphery average speed",1.034859,0,1
"jall5dw35d7j9du","MGI:1921660","TTLL11","C57BL","Early adult","JAXLA_CSD_039_001","limb grasp",1.112086,0,1
"jav95l0867f7pau","MGI:1915476","EFCAB2","C57BL","Early adult","ESLIM_018_001_001","t cell cd4+ percentage",1.443947,0,1
"jc4hljd57a01q47","MGI:1354944","ORC3","C57BL","Early adult","IMPC_GRS_008_001","forelimb grip strength measurement mean",1.151978,0,1
"jfi12829703225r","MGI:2385112","NDUFS2","C57BL","E12.5","IMPC_GPP_003_001","placenta vasculature",1.12907,0,1
"jgqo5f3zr0k5i9c","MGI:1918965","DHX35","C57BL","Early adult","KMPCLA_CSD_008_001","coat - color pattern - back",1.00643,0,1
"jp388o6x6qa3061","MGI:2444594","SLC26A9","C57BL","Early adult","IMPC_CBC_009_001","calcium",1.163507,0,1
"jptk5n2s1c90802","MGI:3645211","LIPT1","C57BL","E9.5","IMPC_OFD_016_001","center permanence time",1.198857,0,1
